num,Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
435,15_15,"Chung cư 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (The Buckingham)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
436,15_16,"Nhà riêng 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Mini pool room 5 mins to the beach)",3 sao trên 5,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
437,15_17,Khách Sạn Seana (Seana Hotel),4 sao trên 5,"4H + 5H Quân Trấn, Hùng Vương, Lộc Thọ, Nha Trang, Việt Nam, 650000","9,0","9,1","9,1","9,4","8,7","9,2",
438,15_18,Muong Thanh Apartments,3.5 sao trên 5,"60 Tran Phu_ Tầng Trệt, Lộc Thọ, Nha Trang, Việt Nam, 650000","6,3","7,7","5,9","6,4","5,6","6,5",
439,15_19,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (603 Amazing Bay View Nha Trang north Apartment),5 sao trên 5,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
440,15_20,Seaside Cam Ranh Apartment,4 sao trên 5,"The Arena, Lô TT13, D14d, Lô TT9b, Đại Lộ Nguyễn Tất Thành, Khu 4 Khu Du Lịch Bắc Bán Đảo Cam Ranh, Phường Cam Nghĩa, TP Cam Ranh, Tỉnh Khánh Hòa, Cam Hải Đông, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
441,15_21,"Chung cư 58 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Tiger Apartments)",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
442,15_22,"Chung cư 47 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Sea view Family 2 adult 2 children Free Pool & Gym)",5 sao trên 5,"Lộc Thọ, Nha Trang, Việt Nam","7,1","10,0","9,0","5,0","7,0","10,0",
443,15_23,"Biệt thự 300 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Pool villa by the long beach in Wyndham resort)",5 sao trên 5,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
444,15_24,The Pool Villa Cam Ranh - All Private Pool Villas,5 sao trên 5,"Nguyễn Tất Thành, Wyndham Garden Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam, 650000","6,6","7,7","6,5","6,0","5,8","6,8",
445,15_25,"Chung cư 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Tân Lập (Căn Hộ/Studio Đầy Đủ Tiện Nghi Giá Rẻ TạiNha Trang)",5 sao trên 5,"Tân Lập, Nha Trang, Việt Nam",No information,,,,,,
446,15_26,OYO 1028 Căn Hộ Flower House (OYO 1028 Flower House Apartment),No information,"30, Bac Son, Phuong Vinh Hai, Nha Trang, Vĩnh Hải, Nha Trang, Việt Nam, 650000","8,4","8,7","8,6","9,0","9,2","9,0",
447,15_27,Khách sạn Novotel Nha Trang (Novotel Nha Trang Hotel),No information,"50 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam","8,9","9,4","9,2","9,1","8,6","8,7","9,0"
448,15_28,"Bungalow 24 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phương (Colours Land Home . View garden and river)",No information,"Vĩnh Phương, Nha Trang, Việt Nam","9,5","8,0","9,3","10,0","10,0","10,0",
449,15_29,"Căn hộ 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Coastal House Nha Trang)",5 sao trên 5,"Xương Huân, Nha Trang, Việt Nam","9,6","9,5","9,8","9,5","9,8","9,5",
450,15_30,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach Front Modern Condominium Comfortzone )",5 sao trên 5,"Vĩnh Phước, Nha Trang, Việt Nam","5,8","6,0","4,8","6,4","5,8","6,2",
451,16_1,Angela Cam Ranh( gần sân bay Cam Ranh) (Angela Cam Ranh( near the Airport Cam Ranh)),No information,"The Arena Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam","7,3","6,4","8,0","8,0","8,0","7,0",
452,16_2,HANZ Panorama Condo Hotel,No information,"46 Trần Phú, Lộc Thọ, Panorama Nha Trang Hotel, Lộc Thọ, Nha Trang, Việt Nam, 650000",10,"10,0","10,0",,,"10,0",
453,16_3,Apartment in Wyndham Garden Cam Ranh,No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
454,16_4,Green Lighthouse (Green Lighthouse Hotel),No information,"17/15 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam","7,9","8,0","8,1","8,0","7,5","8,0",
455,16_5,Victor Condotel Cam Ranh,No information,"Cam Nghĩa, Cam Ranh, Khánh Hòa, Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam","4,8","5,2","4,8","4,8","4,4","4,4",
456,16_6,Nhà The Spring - Seaview (The Spring Home Seaview Cam Ranh Khanh Hoa),No information,"Nguyen Tat Thanh Boulevard, Cam nghia ward,Cam Ranh City, Khanh Hoa Province, Cam Hải Đông, Nha Trang, Việt Nam, 57000","9,6","10,0","10,0",,,"10,0",
457,16_7,Khách sạn Grand Gosia (Grand Gosia Hotel),No information,"10 - 12 Tran Phu street, Vĩnh Nguyên, Nha Trang, Việt Nam, 65000","9,0","9,1","9,3","9,1","9,1","9,2",
458,16_8,OYO 1028 Căn Hộ Flower House (OYO 1028 Flower House Apartment),No information,"30, Bac Son, Phuong Vinh Hai, Nha Trang, Vĩnh Hải, Nha Trang, Việt Nam, 650000","8,4","8,7","8,6","9,0","9,2","9,0",
459,16_9,Green Lighthouse (Green Lighthouse Hotel),No information,"17/15 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Việt Nam","7,9","8,0","8,1","8,0","7,5","8,0",
460,16_10,Khách sạn Xavia (Xavia Hotel),No information,"9 Hoàng Diệu, Vĩnh Trường, Nha Trang, Việt Nam, 6500","9,0","8,9","9,2","9,4","8,9","9,2",
461,16_11,"Chung cư 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Trường (Lotus home Nha Trang, Homestay)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
462,16_12,Anthesis Seaview Cam Ranh Resort,No information,"Lô TT13 - Khu 4 - Khu Du lịch Bắc bán đảo Cam Ranh, phường Cam Nghĩa, thành Phố Cam Ranh, tỉnh Khánh Hòa, Cam Ranh, Việt Nam, 20, Cam Hải Đông, Nha Trang, Việt Nam, 650000",No information,,,,,,
463,16_13,"Biệt thự 400 m² 4 phòng ngủ, 5 phòng tắm riêng ở Suối Hải (SAN VILLA )",No information,"Cam Đức, Nha Trang, Việt Nam","7,0","6,8","7,6","6,8","6,8","6,8",
464,16_14,HANZ Panorama Grand Residencé,No information,"2 Nguyễn Thị Minh Khai, Lộc Thọ, Panorama Nha Trang - 2 Nguyen Thi Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000",10,"10,0","10,0","10,0","10,0","10,0",
465,16_15,HANZ Muong Thanh Vien Trieu Condo Hotel,No information,"5 Phạm Văn Đồng, Vĩnh Hải, Nha Trang, Khánh Hòa, Vietnam, Vĩnh Hòa, Nha Trang, Việt Nam, 700000",10,"10,0","10,0","10,0","10,0","10,0",
466,16_16,"Chung cư 87 m² 3 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Blue apartment Nha Trang)",No information,"Xương Huân, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
467,16_17,Nhà khách OYO 745 Minh Đức (OYO 745 Minh Duc Guest House),No information,"75 duong Nguyen Tat Thanh, xa Phuoc Dong, thanh pho Nha TRang, Phước Hạ, Nha Trang, Việt Nam, 650000","5,0","5,3","3,8","4,5","5,3","6,0",
468,16_18,Khách sạn Queen Ann Nha Trang (Queen Ann Nha Trang Hotel),No information,"100 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,9","8,9","9,2","9,2","8,9","9,1",
469,16_19,Huong Condotel Wyndham Garden Cam Ranh,No information,"Nguyen Tat Thanh Stress, Cam Hải Đông, Nha Trang, Việt Nam, 650000","7,2","8,0","6,0","8,0","8,0","6,0",
470,16_20,SPOT ON 1218 Nha Nghi Hung Thinh,No information,"Đại Lộ Phạm Văn Đồng, Vĩnh Hòa, Nha Trang, Việt Nam, 650000","2,6","2,0","2,0","2,0","2,0","2,0",
471,16_21,"Căn hộ 106 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Tom's Sea view Smart Huge 3bdr-Apt. in Nha Trang)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
472,16_22,"Chung cư 59 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach.front & Sea.view |Dandy Nha Trang Apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
473,16_23,Biệt thự Valentine Nha Trang B8 (Valentine villa Nha Trang B8),No information,"Vĩnh Trường, Nha Trang, Việt Nam","6,7","7,8","6,0","6,8","7,1","5,9",
474,16_24,Muong Thanh Vien Trieu Apartment Review Nha Trang,No information,"3 Phạm Văn Đồng, Mường Thanh Viễn Triều, Vĩnh Phước, Nha Trang, Việt Nam, 650000","5,2","2,0","2,0",,,"2,0",
475,16_25,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice Sea View 2 Bedroom 2 BR Apartment near beach )",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,8","2,0","2,0","2,0","2,0","2,0",
476,16_26,"Căn hộ 1000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vịnh Vân Phong (Moonlight)",No information,"Dốc Lết, Nha Trang, Việt Nam",No information,,,,,,
477,16_27,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Apartments Nha Trang Center Sea View)",No information,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
478,16_28,Khách Sạn TTC - Michelia (TTC Hotel - Michelia),No information,"04 Pasteur, Phường Xương Huân, Xương Huân, Nha Trang, Việt Nam, 650000","8,6","8,4","8,9","8,9","8,5","8,6","8,3"
479,16_29,HÀO PHÁT HOTEL NHA TRANG,No information,"54 Đường Nguyễn Thị Định, Phước Long, Nha Trang, Việt Nam, 57165","8,7","8,9","9,1","8,9","8,3","8,6",
480,16_30,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The Empyrean Cam Ranh Beach resort)",No information,"The Arena Cam Ranh resort, Nguyen Tat Th&#224;nh, Cam Nghia, Cam Ranh, Khanh Hoa, Vietnam, Cam Hải Đông, Nha Trang, Việt Nam, 100000","2,0","2,0","2,0",,,"2,0",
481,17_1,"Chung cư 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Baymax Home. Muong Thanh Apartment 2BR Riverview)",No information,"Xương Huân, Nha Trang, Việt Nam","8,6","9,1","8,2","8,5","8,2","9,1",
482,17_2,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)",No information,"Cam Hải Đông, Nha Trang, Việt Nam","8,5","8,3","8,4","9,0","8,4","9,0",
483,17_3,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Apartment near Cam Ranh Airport)",No information,"Cam Ranh, Nha Trang, Việt Nam","7,0","7,4","7,1","5,4","6,3","7,4",
484,17_4,Rosemary Home @ Bai Dai Beach Nha Trang,No information,"The Arena Cam Ranh Resort, Cam Hải Đông, Nha Trang, Việt Nam, 084","8,5","9,2","8,8","8,7","8,2","8,8",
485,17_5,Thời Bình Hotel,No information,"Dinh Tien Hoang Street, Cam Hai Tay commune, Cam Lam district, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,0","8,6","8,4","9,1","8,0","8,4",
486,17_6,BEE HOTEL,No information,"457R+84 Cam Lâm, Khánh Hòa, Việt Nam, Cam Hải Đông, Nha Trang, Việt Nam","5,6","3,0","5,0","10,0","5,0","5,0",
487,17_7,HANZ Beach Panorama Condo Hotel,No information,"5 Phạm Văn Đồng, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,9","9,6","9,1","8,8","8,7","9,0",
488,17_8,Huong Condotel Wyndham Garden Cam Ranh,No information,"Nguyen Tat Thanh Stress, Cam Hải Đông, Nha Trang, Việt Nam, 650000","7,2","8,0","6,0","8,0","8,0","6,0",
489,17_9,SPOT ON 1218 Nha Nghi Hung Thinh,No information,"Đại Lộ Phạm Văn Đồng, Vĩnh Hòa, Nha Trang, Việt Nam, 650000","2,6","2,0","2,0","2,0","2,0","2,0",
490,17_10,"Căn hộ 106 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Tom's Sea view Smart Huge 3bdr-Apt. in Nha Trang)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
491,17_11,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),No information,"Anh Nguyen Villa Compound, Vinh Nguyen Ward, Vĩnh Trường, Nha Trang, Việt Nam, 652450","9,4","9,1","9,6","9,7","9,3","9,4",
492,17_12,"Chung cư 59 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach.front & Sea.view |Dandy Nha Trang Apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
493,17_13,Biệt thự Valentine Nha Trang B8 (Valentine villa Nha Trang B8),No information,"Vĩnh Trường, Nha Trang, Việt Nam","6,7","7,8","6,0","6,8","7,1","5,9",
494,17_14,Muong Thanh Vien Trieu Apartment Review Nha Trang,No information,"3 Phạm Văn Đồng, Mường Thanh Viễn Triều, Vĩnh Phước, Nha Trang, Việt Nam, 650000","5,2","2,0","2,0",,,"2,0",
495,17_15,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice Sea View 2 Bedroom 2 BR Apartment near beach )",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,8","2,0","2,0","2,0","2,0","2,0",
496,17_16,"Căn hộ 1000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vịnh Vân Phong (Moonlight)",No information,"Dốc Lết, Nha Trang, Việt Nam",No information,,,,,,
497,17_17,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Apartments Nha Trang Center Sea View)",No information,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
498,17_18,HÀO PHÁT HOTEL NHA TRANG,No information,"54 Đường Nguyễn Thị Định, Phước Long, Nha Trang, Việt Nam, 57165","8,7","8,9","9,1","8,9","8,3","8,6",
499,17_19,Huong Condotel Wyndham Garden Cam Ranh,No information,"Nguyen Tat Thanh Stress, Cam Hải Đông, Nha Trang, Việt Nam, 650000","7,2","8,0","6,0","8,0","8,0","6,0",
500,17_20,SPOT ON 1218 Nha Nghi Hung Thinh,No information,"Đại Lộ Phạm Văn Đồng, Vĩnh Hòa, Nha Trang, Việt Nam, 650000","2,6","2,0","2,0","2,0","2,0","2,0",
501,17_21,"Căn hộ 106 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Tom's Sea view Smart Huge 3bdr-Apt. in Nha Trang)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
502,17_22,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),No information,"Anh Nguyen Villa Compound, Vinh Nguyen Ward, Vĩnh Trường, Nha Trang, Việt Nam, 652450","9,4","9,1","9,6","9,7","9,3","9,4",
503,17_23,"Chung cư 59 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach.front & Sea.view |Dandy Nha Trang Apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
504,17_24,Biệt thự Valentine Nha Trang B8 (Valentine villa Nha Trang B8),No information,"Vĩnh Trường, Nha Trang, Việt Nam","6,7","7,8","6,0","6,8","7,1","5,9",
505,17_25,Muong Thanh Vien Trieu Apartment Review Nha Trang,No information,"3 Phạm Văn Đồng, Mường Thanh Viễn Triều, Vĩnh Phước, Nha Trang, Việt Nam, 650000","5,2","2,0","2,0",,,"2,0",
506,17_26,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Nice Sea View 2 Bedroom 2 BR Apartment near beach )",No information,"Vĩnh Phước, Nha Trang, Việt Nam","2,8","2,0","2,0","2,0","2,0","2,0",
507,17_27,"Căn hộ 1000 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vịnh Vân Phong (Moonlight)",No information,"Dốc Lết, Nha Trang, Việt Nam",No information,,,,,,
508,17_28,"Chung cư 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Apartments Nha Trang Center Sea View)",No information,"Lộc Thọ, Nha Trang, Việt Nam","2,0","2,0","2,0","2,0","2,0","2,0",
509,17_29,HÀO PHÁT HOTEL NHA TRANG,No information,"54 Đường Nguyễn Thị Định, Phước Long, Nha Trang, Việt Nam, 57165","8,7","8,9","9,1","8,9","8,3","8,6",
510,17_30,"Chung cư 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (Baymax Home. Muong Thanh Apartment 2BR Riverview)",No information,"Xương Huân, Nha Trang, Việt Nam","8,6","9,1","8,2","8,5","8,2","9,1",
511,18_1,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)",No information,"Cam Hải Đông, Nha Trang, Việt Nam","8,5","8,3","8,4","9,0","8,4","9,0",
512,18_2,Cam Ranh Mystery Villas & Spa,No information,"Lot D14b North Cam Ranh, Peninsula Tourist Area, Cam Hai Dong Commune Cam Lan District, 7415 Cam Ranh, Vietnam, Cam Ranh, Nha Trang, Việt Nam, 650000","8,7","8,4","9,0","8,7","8,7","8,9",
513,18_3,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Cam Ranh Apartment near Cam Ranh Airport)",No information,"Cam Ranh, Nha Trang, Việt Nam","7,0","7,4","7,1","5,4","6,3","7,4",
514,18_4,Rosemary Home @ Bai Dai Beach Nha Trang,No information,"The Arena Cam Ranh Resort, Cam Hải Đông, Nha Trang, Việt Nam, 084","8,5","9,2","8,8","8,7","8,2","8,8",
515,18_5,Thời Bình Hotel,No information,"Dinh Tien Hoang Street, Cam Hai Tay commune, Cam Lam district, Cam Hải Đông, Nha Trang, Việt Nam, 650000","8,0","8,6","8,4","9,1","8,0","8,4",
516,18_6,BEE HOTEL,No information,"457R+84 Cam Lâm, Khánh Hòa, Việt Nam, Cam Hải Đông, Nha Trang, Việt Nam","5,6","3,0","5,0","10,0","5,0","5,0",
517,18_7,HANZ Beach Panorama Condo Hotel,No information,"5 Phạm Văn Đồng, Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,9","9,6","9,1","8,8","8,7","9,0",
518,18_8,"Nhà riêng 82 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Family Three Bedroom, Partial Sea, Washing Machine)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
519,18_9,"Biệt thự 700 m² 5 phòng ngủ, 3 phòng tắm riêng ở Vĩnh Thạnh (Nha Trang Riverside Villa)",No information,"Vĩnh Thạnh, Nha Trang, Việt Nam","8,6","8,0","9,0","8,0","8,0","10,0",
520,18_10,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",No information,"Lộc Thọ, Nha Trang, Việt Nam","9,8","9,0","10,0","10,0","10,0","10,0",
521,18_11,Mường Thanh Nha Trang Poli Apartment,No information,"3 Phạm Văn Đồng, Vĩnh Hải, Vĩnh Phước, Nha Trang, Việt Nam, 650000",No information,,,,,,
522,18_12,Khách Sạn Vesna (Vesna Hotel),No information,"100 Trần Ph&#250;, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,7","9,1","9,0","9,0","8,7","8,8",
523,18_13,The Arena Cam Ranh Beach seaside,No information,"The Arena Cam Ranh Resort, Lô TT13, D14d, Lô TT9b, Đại Lộ Nguyễn Tất Thành, Khu 4 KDL Quốc Gia Bắc Bán Đảo Cam Ranh, Phường Cam Nghĩa, Thành phố Cam Ranh, Tỉnh Khánh Hòa. The Arena Cam Ranh, tòa Sea, Cam Hải Đông, Nha Trang, Việt Nam, 57800","7,7","7,6","7,8","7,3","7,4","7,9",
524,18_14,Gold Coast Nha Trang,No information,"17, Buu Doa, Phuoc Trung, Nha Trang, Phước Long, Nha Trang, Việt Nam, 650000","8,7","7,5","8,9","9,1","8,8","9,2",
525,18_15,"Căn hộ 162 m² 2 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (The Costa 2 Bedrooms SeaView Luxury)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
526,18_16,Muong Thanh Beachfront Apartment Nha Trang,No information,"03 Phạm Văn Đồng, Tòa Nhà OC2B - Mường Thanh Viễn Triều, Vĩnh Phước, Nha Trang, Việt Nam, 650000","7,3","9,3","6,0","8,7","6,7","6,0",
527,18_17,Gold Coast Nha Trang Luxury Apartment - Ocean View,No information,"Trần Hưng Đạo, Toà nhà Gold Coast, Lộc Thọ, Nha Trang, Việt Nam, 650000","8,8","9,4","8,7","9,1","8,8","8,9",
528,18_18,HANZ Condo Hotel Panorama,No information,"2 Nguyễn Thị Minh Khai, Lộc Thọ, Panorama Nha Trang - 2 Nguyen Thi Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 650000","6,5","7,4","6,9","6,3","6,0","6,0",
529,18_19,Hotel The Sun,No information,"Đường T-5, Phước Long, Nha Trang, Việt Nam","2,8","2,0","4,0","4,0","2,0","2,0",
530,18_20,"Căn hộ 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Nha Trang Poli Apartment)",No information,"5 Phạm Văn Đồng, Vĩnh Hải, 40, Vĩnh Phước, Nha Trang, Việt Nam, 650000",No information,,,,,,
531,18_21,"Biệt thự 1300 m² 5 phòng ngủ, 5 phòng tắm riêng ở Thôn Cát Lợi (MIER VILLA- Nha Trang)",No information,"Vịnh Ninh Vân, Nha Trang, Việt Nam","7,9","7,3","7,3",,,"7,3",
532,18_22,Căn hộ cao cấp view biển do Anh quản lý (Luxury Seaview Apartments managed by Anh),No information,"32 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam","8,1","10,0","10,0","9,3","10,0","10,0",
533,18_23,"Nhà riêng 400 m² 4 phòng ngủ, 5 phòng tắm riêng ở Dốc Lết (NHÀ NGHỈ & HOMESTAY PHẠM GIA)",No information,"Vạn Ninh, Nha Trang, Việt Nam","9,7","8,7","10,0",,,"10,0",
534,18_24,"Căn hộ 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Tân Lập (Nice room in boutique hotel in central, near beach)",No information,"Tân Lập, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
535,18_25,"Căn hộ 500 m² 3 phòng ngủ, 4 phòng tắm riêng ở Lộc Thọ (The Unique Ocean Duplex Sky Villa in the central)",No information,"Lộc Thọ, Nha Trang, Việt Nam","9,2","10,0","8,0",,,"10,0",
536,18_26,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Rosemary Home @ Long Beach- Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
537,18_27,"Khu nghỉ dưỡng, Khách sạn và Spa Yasaka Sài Gòn (Yasaka Saigon Resort Hotel & Spa)",No information,"18 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam,","7,5","8,7","7,3","7,3","7,2","7,3","6,8"
538,18_28,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Bay Dieu Homestay)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","7,9","8,0","9,0",,,"8,0",
539,18_29,"Căn hộ 25 m² 4 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (Huy Khang HOMESTAY)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
540,18_30,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Apartment Partial Sea)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",10,"10,0","10,0","10,0","10,0","10,0",
541,19_1,"Căn hộ 774 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Two Bedroom Sea View Apartment)",No information,"Vĩnh Hải, Nha Trang, Việt Nam","9,6","9,0","9,0","10,0","10,0","10,0",
542,19_2,Lyn Panorama Nha Trang,No information,"Số 2 nguyễn Thị Minh Khai,Phường Lộc Thọ,Nha Trang,Kh&#225;nh Ho&#224; , Lộc Thọ, Nha Trang, Việt Nam, 65000","6,8","2,0","2,0","2,0","2,0","6,0",
543,19_3,"Nhà trệt 150 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phước Long (Đất Lành Homestay )",No information,"Phước Long, Nha Trang, Việt Nam","3,5","2,0","2,0",,,"2,0",
